Comment;Sentimen
Pa bowo ga usah pusing kan sdh tau bkn ktnya kn brada dipusaran jokowi...mslhnya sdh tau ko maksain amat pengen jdi Ri 1..jdi ga usah ngeluh...;Negatif
"Pak jonan udh ngingetin
Kereta cepat blom perlu, beliau lebih memilih pembangunan kerata biasa di pulau pulau besar di indonesia di luar pulau jawa, jangan hanya bangun kereta di pulau jawa saja.. begitu kata beliau.
ehhh beneran tuh kan jadi bom waktu hahahaha";Negatif
kr pak Jonan tidak setuju maka beliau disingkirkan oleh JKW;Negatif
Siapa dia;Positif
Saya jadi jnget IKN juga dulu janji tak pakai Dana APBN . Malah orang sama dulu sebut ada ratusan investor asing yang antre masuk IKN. Nah Kenyataanya sekarang gimana ?;Negatif
Waduh;Positif
Udah tau utang negara banyak tapi pejabatnya banyak korup ditambah program MGB yg ga masuk akal dan juga kenaikan gaji pejabat. Yang digenjot pajak rakyat dinaikan bikin naik darah😂😂😂;Negatif
"Surat Al-Baqarah (2) ayat 284: yang menegaskan bahwa Allah mengetahui segala sesuatu yang ada di langit dan bumi, dan semua perbuatan akan diperlihatkan kepada-Nya.
""Kepunyaan Allah-lah segala apa yang di langit dan di bumi. Dan jika kamu melahirkan apa yang ada di dalam hatimu atau kamu menyembunyikannya, niscaya Allah akan membuat perhitungan dengan kamu tentang perbuatanmu itu...""";Positif
Alhamdulilah syukur setakat ini kereta api malaysia untung projek ets terbaru klang ke kelantan akan 27/8/2 025 ….kereta ets johor - Singapore siap tahun 2026 ..pelik mengapa kereta api konoha rugi begitu banyak rakyat nya sepatutnya konoha Boleh buat keuntungan yg lebih banyak tapi rugi begitu banyak setakat ini nagara yg mengaku kaya raya tapi sebenarnya sebuah nagara mundur;Negatif
bayak yg pakai mobil pribadi, makanx jln ke indonesia;Negatif
Proyek Ambisi Jokowie, LPB, akhirnya rugi beban ABN & beban anak Negeri;Negatif
Mahal coi;Negatif
yg jelas merugikan sebesar itu gak bisa dipenjara kah;Negatif
Loh mba Lala kok gak jagain Rafatar sih 😂;Negatif
rkyt itu gk butuh kereta cept ,,kita itu negara berkembang bukn negara maju ,,msh bnyk persoalan yg lebih penting dripada kreta cepat ,tdk semua rakyt bisa naik kereta cepat ,,suruh presiden yg dlu ,yg bayar hutang kreta cpt ,...;Negatif
Itu karena perubahan zaman dan makin besar dan tahu malu dengan negara lain.gengsi juga.padahal harus nya yang biasa saja.jika di ikuti masyarakat yang kena.gak kasihan dan kerjaan nya sudah susah dan gaji kerja lain apa lagi mereka mau memaksa terlalu dengan masyarakat yang kurang mampu.maka nya ada rampok dll.karna terlalu memaksa masyarakat.dan harga tiap-tiap Nusantara beda.ada yang mahal.gk mikir sedih nya masyarakat di Indonesia.;Negatif
"ketika ada hal yang masih belum mencapai target dari sebuah pencapaian pembangunan itu sangat wajar apa lagi negara, itu namanya proses itulah ujian dari sebuah pencapaian yang harus dilewati ok.
tetapi membuat narasi seolah pembangunan adalah beban negara bahkan dianggap sia-sia ini ciri pemikiran pecundang baginya menyerah di awal lebih baik, tapi alhamdulillah bangsa ini masih banyak yang memiliki mental juang dan harapan karena melihat masa depan yang mana harus ada tindakan berani, matang dan tepat tetapi sebuah keberhasilan tidak semuanya akan memandang dengan kebanggaan dan apresiasi ada pula yang memandang benci dan mengumbar narasi yg merendahkan itulah ciri sifat hasad ketika pencapaian belum sempurna disalah2kan dan direndahkan ketika berhasil dan meraih sukses dia akan pura2 lupa buta dan tuli, na'udzubillah";Positif
Pendukung JOKOWI mana nih suaranya melihat ini semua....??? dulu kan kalian koar-koar.....;Negatif
𝘼𝙠𝙪 𝙮𝙜 𝙥𝙚𝙣𝙜𝙖𝙣𝙜𝙜𝙪𝙧𝙖𝙣 𝙙𝙞 𝙗𝙚𝙗𝙖𝙣𝙞 𝙪𝙩𝙖𝙣𝙜 𝙣𝙚𝙜𝙖𝙧𝙖 𝙠𝙪𝙧𝙖𝙣𝙜 𝙡𝙚𝙗𝙞𝙝 40.000.000...𝙨𝙚𝙙𝙖𝙣𝙜 𝙖𝙠𝙪 𝙥𝙪𝙣𝙮𝙖 𝙝𝙪𝙩𝙖𝙣𝙜...𝙣𝙚𝙜𝙖𝙧𝙖 𝙜𝙖𝙠 𝙢𝙖𝙪 𝙩𝙖𝙝𝙪... 𝙋𝙖𝙙𝙖𝙝𝙖𝙡 𝙖𝙠𝙪 𝙪𝙩𝙖𝙣𝙜 𝙘𝙪𝙢𝙖𝙣 𝙗𝙪𝙖𝙩 𝙢𝙖𝙠𝙖𝙣... 𝙆𝙤𝙠 𝙚𝙣𝙖𝙠 𝙮𝙖 𝙟𝙖𝙙𝙞 𝙣𝙚𝙜𝙖𝙧𝙖... 🤣🤣🤣🤣🤣;Negatif
Saha nu maksa bikin nu kitu..?;Negatif
Tidak perlu ragu ciduk Jokowi manusia paling bertanggung jawab atas kerugian negara. Jgn dibiarkan berkeliaran. Negara banyak menanggung kerugian akibat kebijakan Jokowi saat jabat Presiden.;Negatif
Suruh TERMUL dan TERNAKNYA tanggung jawab terutama JOKOWI SAMA RINI penjaraan in enak aja rakyat suruh bayar;Negatif
Diusut dari kajian awal hingga operasional, adakah ada unsur korupsinya, atau kebijakan yang tak masuk akal..😢;Negatif
Ni gara2 jkw;Negatif
Suruh termul,psi,dan PDIP yg bertanggung jawab,,bayar pakai uang mereka sendiri;Negatif
Indonesia tiada kuasa beli ,guna dan punya, semua yang ada untuk yang kaya AJA kami warga tiada kerja dan tiada pendapatan , tetap di tingali ,masalahnya terang tiada wang dan tiada kepentingan,;Negatif
Jokowi harus bertanggung jawab atas rusaknya negri ini;Negatif
Kelakuan jokowi dan rini sumarno, bikin negara bangkrut tapi malah dapat penghargaan (penghargaan memiskinkan negara) 🎉🎉🎉;Negatif
Seharusnya ini sebuah kejahatan pengambil keputusan bukan malah mendapat penghargaan, beginilah klw pemimpin gagah gagahan sok kaya bangun sana bangun sini padahal hasil ngutang.;Negatif
"Kereta cepat punya utang, ya di tanggung sendiri. 
Dulu Pak JK dan Pak Jonan tidak setuju, kenapa kanjut. 
Ternyata ngutang, ya di angsur dari hasil KERETA CEPAT SENDIRI";Negatif
Tapi barangnya ada apa gk? Kalau ada dan tidak dikorupsi sih gpp daripada ratusan bahkan ribuan triliun hilang/ dikorupsi tanpa sisa menguap begitu saja;Positif
ADILI JOKOWI;Negatif
lagian udh ada kereta knp hrs kereta cepat. mending buat bangun jalur kereta yg blm ada kyk di luar jawa. ngutang enak karena gak merasa byr. yg byr rakyat ...hadewhhhhh;Negatif
"Belum pernah coba KCIC jkt - bdg.
Dan tdk akan pernah ....maleessss";Negatif
Lah.di autralia aja ga ada kereta api cepat.kaga penting2 banget.apalagi jaraknya pendek banget;Negatif
Kekayaan alam bisa untuk membayar kalo tidak di buat Bancakan,,;Negatif
Balikin saja..repot amat;Negatif
Makanya jokowidodo gak berani nunjukkan ijasahnya, krn kalo terbukti ijasahnya ASPAL , maka kata pakar semua kebijakan yg diambil jokowidodo selama jadi presiden batal DEMi HUKUM, termasuk yra saksi utang piutang dg negara done, ini yg tdk dikehendaki negara2 donor, mknya MBULET. dia juga diancam moncong senapan SNIPER yg sewaktu2 meletus dikepala bila sampe jkwdd menunjukkan ijasahnya, gitu kira2 analisa orang awam;Negatif
Dari awal RAKYAT tidak setuju proyek kereta cepat dgn CINA karna potensi kecurangan dan akhirnya terbukti terus merugi,,jokwi dkk harus tanggung jawab;Negatif
Utang itu persetujuan DPR, itu bilang rakyat , rakyat yang mana?;Negatif
gila mereka yg korupsi APBN yg nanggung.pantas GIbran di taro situ untuk nyelamatin bapaknnya;Negatif
korupsi yg tdk bisa di.deteksi dari bunga pinjaman. si luhut, jokowi, sri mulyani yg tahu;Negatif
Warisan mulyono dos santos buat sengsara Indonesia;Negatif
Kenapa dilanjutin sampe surabaya👊;Negatif
"Gara2 Presiden berizasah palsu rakyat harus menanggung kerugian hutang puluhan tahun.........haruskah rakyat diam dan menerima langkah salah Jokowi dan antek-anteknya?????

Rakyat harus menuntut pertanggungjawaban Jokowi,Sri Mulyani dan Luhut Panjaitan yg sudah mengelola negara secara sembrono.";Negatif
Itulah kalau pemerintah Indonesia, tidak pikir dan tidak pertimbangkan baik-baik,malah memaksakan pembangunan ikn dan kereta api cepat,;Negatif
daripada bikin kereta cepat lebih baik memperbaiki transport dalam kota/last mile kita yg masih kacau;Negatif
Dibayar mul;Negatif
Kereta Api Cepat. ??? Rakyat banyak yang tidak setuju.tapi Jokowi dan Luhut Bandel ngotot harus dilaksanakan. !!! Begini akibatnya akibat kedunguan manusia busuk ini. !!!;Negatif
Kasihan K-A-I ....gak ikut hutang....tapi disuruh bayar;Negatif
Nah kan proyek2 ambisi nyusahin aja;Negatif
"Heran sama prabowo deh, dari nyapres 2014 sampe jadi presiden bisanya cuma ""saya akan, saya ingin, saya minta "" gitu terus😁";Negatif
Jokowi cari komisi di kereta cepat... !!!;Negatif
KCIC slahsatu kebijakan yg sembrono dan ugal2an yg dibuat pd masa jokowi pdhl yg menikmati KCIC adalah masyarakat menengah sm sekali tdk menyentuh hajat rakyat kecil;Negatif
kalau merugi kan ,atau jadi beban, apa salah nya di matikan aja, ndk banyak uang hilang, dri dulu proyek ini bermasalah ,gila;Negatif
Ayo segenap seluruh rakyat.hutang²mu banyak ,jangan malas²san.bayar hutang² warisan melalui pajak² 😅;Negatif
Sita semua harta termul dan kroninya.. lebih dari cukup utk bayar utang.;Negatif
kalau ini transportasi tersier kenapa nggak tiketnya aja dinaikin;Positif
ADILI JOKOWI!;Negatif
Jokowi mengelola negara hanya dgn nafsu. Beginilah cara2 orang yg tdk Intlektual;Negatif
Sudah hampir mangkrak tapi ada hati ingin menyambung jalurnya ......... mahu ditambah hutangnya..... 😅😅😅😅😅😅😮😅;Negatif
Hendak berbangga dan menunjuk dengan negara jiran dengan membina kereta cepat yang pertama di asean tapi akhirnya menjadi beban hutang APBN..... akhirnya menjadi negara pertama yang mangkrak kereta cepatnya......😅😅😅😅😅😅😅😅😅;Negatif
bergaya biar kelihatan negara maju,tapi hutang yg tak terkendali bikin rakyat menjerit.jokodak bilang IKN byk invektor tapi 1 pun ngak ada. jokodok simulut ember.hancur hancur semua brg pada naik ,;Negatif
Yang rugi kan KAI bukan yang membuat😂😂;Negatif
Itulah ide si ijasah palsu yg mrs pinter n pengin waaahhh tanpa memikirlan dampak k depannya ! Pengagum si wiwi n sdm rendah moga lihat chanel ini !!;Negatif
Ukur baju biar di badan...ikut kesesuaian...baiki sistem keretapi yg sedia ada x perlu Whoosh...;Negatif
Ga usah pusing pak presiden...yg bayar kan rakyat,mulyani ,luhut,pertahankan saja tuk naikan pajak,dan tetap puja2 jokowi...hidup jokowi 33x ...;Negatif
bisa dipidana ga tuh kebijakan yg sembrono?;Negatif
Warisan mulyono;Negatif
Tangkap, kandangin master mind seperti jkw, lbp, rs, sm, bks, et, serta para koruptor para kurawa proyek ka.;Negatif
Lagian jkt - bandung tuh deket masih banyak pilihan transportasi, ga butuh2 bgt naik kereta cepat yg harganya lebih mahal;Negatif
Supaya kelihatan wah... Tapi hasil ngutang;Negatif
Mirip orang yang punya gaji 2 juta tapi nekat beli mobil sport harga miliaran demi gengsi dengan cara kredit.;Negatif
Biar ngutang asal kesohor;Negatif
Sdh jsdi,bsru komen,telaat!!!;Negatif
Jokowi the real merugikan keuangan negara;Negatif
tujuan kereta cepat itu apa urgentsinya;Negatif
Efek Ijazah Palsu hasil kerja hanya merugikan negara;Negatif
Kembalikan saja ke china, beserta para inisiatornya;Negatif
KCIC, di split aja dipisahin dr KAI, jadi pure private company, kalau perlu jual sahamnya KAI, dr awal mau swasta murni kenapa ada BUMN srh masuk????...dr dl nyuruh BUMN bikin proyek ga untung warisan mulyono yg jadi BUMN bankrut...bom waktu jg;Negatif
Celakanya jln/rel krl dimangkrakan pembangunanya, seksi BKS- CKR yg belum dibayar bbrp petak tanah & bangunan oleh Jokowi, dan dialihkan kw kereta cepat Wooosh Halim-Padalarang yg cuma kurang lebih 109 km yg harganya beratus kali lipat (krn hrs bikin jembatan layang yg panjang dg buat terowongan) dstdst, shg angkutan rakyat utk cari nafkah dipaksa utk membangun wooosh yg sangat besar hutangnya hrs dicicil 80 thn menurut alm Rizal Ramli &Syaiful B Harahap ekonom UI;Negatif
Whoosh & LRT Jakarta terlalu pendek. Harusnya Whoosh lanjut ke kota2 besar lain di Jawa.;Positif
Hasil kerja jokowi 10 tahun!;Negatif
Terimakasih Jokowi & Termul-termulnya...;Negatif
KALAU PEJABAT TIDAK AMANAH seperti ini AKIBATNYA ... karena tidak mau terima dengan ada pemberitahuan sebelumnya oleh PARA AHLI kalau itu KERETA CEPAT TIDAK LAYAK ... 😂😂😂;Negatif
WARISAN JOKOWI 10 THN MEMBEBANI RAKYAT INDONESIA HARI INI. OLEH ITU, SEGERA ADILI JOKOWI.;Negatif
WIKA sbg anggota konsorsium sahamnya skrg disuspend;Negatif
Hasil pencitraan tukang kayu dari hutang...👏;Negatif
Kalau hutang pribadi itu bikin susah tidur dimalam hari bikin malu ketemu orang disiang hari. Kalau utang negara enak yg buat pemerintah yg bayar rakyat lewat pungutan pajak.;Negatif
"Kereta cepat dan IKN bukan beban negara... Guru itu BEBAN NEGARA 😂😂😂
KOCAK 😂😂😂";Negatif
Jokowi harus tanggung jawab...adili!;Negatif
Enak aja..segera tangkap jokowi !;Negatif
Mantap, terima kasih pencerahannya tim Jelasin Dong.;Positif
DPR suka guyon...;Negatif
APBN tiapa tahun.bangkrut akibat.perbuatan Mulyo utang cina kereta cepat achirnya Praboro thn.2026 mau utang 700 Triyun akibat kebrutalan.Mulyono;Negatif
2 periode sudah merusak Negara dari Bandara.kereta cepat Bendungan kereta cepat IKN jln Tol;Negatif
Bapak jonatan tidak setuju kalau ada kereta cepat Jakarta Bandung Mulyono senangnya menghabur haburkan uang Negara achirnya kereta cepat utang sama cina dan setiap tahun dibebankan APBN;Negatif
Danantara dan KAI setingan komonis dan peunjilat jokowi maka dari itu kami rakyat beurdonga agar ceupat2 peurang;Negatif
Kesalahan terbesar bangsa ini adalah...kenapa Jokowi hrs lahir di Indonesia;Negatif
Adili Jokowi;Negatif
Ayo ber fekir SHT dan sadar: selama p,Jokowi jabat,sllu menghalalkan segala cara DMI (klgya,);Negatif
Jokowi dan luhut harus di perkarakan ke ranah hukum. Keputusan membuat KC didasarkan hawa napsu serta kepentingan diri bukan uk kemakmuran negara;Negatif
Program kreta cept terlihat indonesia lebih maju tapi faktanya belum siap.segala bidang 😂😂😂😂;Negatif
Pusingnya kau tidak sepusing rakyat njiiiir;Negatif
Jokowi lah yang harus bayar hutangnya enak bener berani hutang ga tanggung jawab;Negatif
Jakarta-bandung lewat tol aja 2-3 jam dan juga sudah ada kereta juga,mikirnya kemana itu;Negatif
Ke cashback;Negatif
"Kenapa tdk bisa dipidanakan?
Kasus terang benderang seperti itu, sudah jelas merugikan negara lagi??";Positif
Masih mau lanjutkan ikn?;Negatif
Tangkap mulyono dan opung yang telah merusak negara.;Negatif
Kereta cepat jakarta bandung aja udah kelimpungan bayar utangnya. Bagaimana dengan rencana kereta cepat jakarta surabaya ?;Negatif
"Proyek pemborosan dan tidak penting banget... dapat ngutang pula.... bikin repot beban anggaran pula... 
Hadeuhh....";Negatif
INILAH MENTAL DAN MORAL PARA PEMIMPIN BUMN YG MGEBACOT BILA MAU MATI, TAPI KETIKA LAGI PROSES PEMBANGUN DAN MENIKMATI FASILITAS .... PADA DIAM ....;Negatif
Undang pak Agus Pambagio;Positif
Joko Widodo yang merusak tatanan utang negara yang membengkak spt Whoosh. Peresmian uang kunjungan utk meresmikan lumayan besar.;Negatif
Ini bukti kenodohan dan keras kepalanya Jkw. Juga bukti kepandaian dari pk Yonan. Krn dulu sdh dilakukan analisa ghak menguntungkan ttpi Jkw ngotot hingga pk Yonan dipecat.;Negatif
Benar kata Ignasius Jonan;Negatif
Tom bisa diadili padahal tidak merugikan negara, jokoblok dan luhut harusnya diadili juga karena sudah terbukti merugikan;Negatif
Intinya periksa dan adilin kasus kasus besar fokus , nanti juga nyanyi gak mau di penjara sendirian;Negatif
mulyono mulyono, ktnya nggak pakai apbn,dasar pembohong past duitnya di korupsi negara harus nanggung hutang 70 th aneh konoha.ini efek ijasah palsu.;Negatif
Dgn carut marutnya negara kita ini krn ulahnya mulyono cs, rasanya hny Allah yg bisa memberikan pertolonganNya, neg kita ini sdh dlm kondisi stadium 4..tentu hny mujizat Allah yg bisa menyembuhkan;Negatif
Kayaknya makin ruwet ya,utang ditalangi k9k malah nambah,eh pertumbuhan ekonominya jg surut,ya tetap aja Rakyat makin melarat,tapi masih Bangga lho Jokowi n clan;Negatif
Mulyono suruh bayar;Negatif
Sepuluh tahun di era penipu dari Solo yg rakus dan serahkah yg membuat negara' tenggelam;Negatif
Ini.proyek uda jadi..mungkin..penumpang .sepii..karena jakarta bandung .liwat tol..banyak bus..ongkos ekonomis..;Negatif
Bahas utang sendiri aja ga kelar mbak kok ngurusi utang negra ..😂😂;Negatif
Hidup jokowi dulu dong woo...😅😅;Negatif
Wah masa pusing pusing keretanya sudah kelar dan bermanfaat, dari pada pinjam utang untuk naikan gajih elit pejabat atau utang negara untuk nombok kirupsi lebih baik membangun;Positif
Yg punya ide dan yg mendukung harus dimintai tanggung jawab. Dan perlu di selidiki oleh KPK bagaimana Proses nya;Negatif
Kami bangga uang rakyat di biat bangun fasilitas bublik takada satu negarapun yag takvpunya hutang pasti punya hutang;Positif
majalah tendensius , tidak cover both sides;Negatif
Si Raja pembohong harusnya bertanggung jawab;Negatif
Waspada virus tempe;Negatif
Mending sudahin saja kereta wosh, sedikit manfatnya buat rakyat pada umumnya, gak semua bisa menikmati, bikin rugi negara;Negatif
kalo di gali sama KPK.... pasti banyak yg masuk penjara....;Negatif
TERMUL wajib iuran tiap bulan 1juta..selama 50tahun;Negatif
Balikin aja kereta cepat nya ke China;Negatif
Ditanggung oleh pemerintah dua triliunan pertahun cuma buat kereta cepat doang? Wahahaha gila😅😅...;Negatif
MULYONO ini benar2 HAMA buat indonesia;Negatif
Seret Jokowi untuk mempertanggung jawaban atas kerugian negara karena KACJB. Semula kan proyek ini antar perusahaan BUMN tdk dibiayai dari APBN.;Negatif
Jonan Gak Setuju Kereta Cepat auto Direshuffle 😂;Negatif
Ternak dari Solo yng mendukung suruh nyicil tuh....;Negatif
Saya kasihan banget sama pak Prabowo harus melunasi utang RI yg dibuat oleh pemerintahan sebelumnya...apalagi beliau tidak didukung oleh orang orang yg tidak kompeten di bidangnya...mudah2an beliau kuat dan bisa lebih bijak mengambil setiap keputusan;Negatif
Jokowi itu azab bagi Indonesia!!!;Negatif
Kebijakan jokowi buat negara indonesia hancur;Negatif
"BELUM SAAT NYA KITA BANGUN KERETA CEPAT ! INI DI PAKSAKAN JOKOWI PROYEK AMBISI PRIBADI YG PARAH DPR DIEM DIEM BAE DULU. INI KAYA IKN. YG AKAN MEMBEBANI APBN YG SUDAH CEKAK ! EFEK NYA DAU KE DAERAH DI POTONG, DAERAH MENJERIT SOLUSINYA NAIKAN PBB .GILIRANNYA RAKYAT YG DIPERAH KENA IMBASNYA. DAHSYAT DAYA RUSAK JOKOWI 🤦🏿🤦🏿🤦🏿
YANG HERAN DPR WAKTU ITU DIEM SAJA !!!😮😮😮 INI AKHIRNYA MEMBUAT NEGARA KOLEP NGUTANG KE CHINA. JOKOWI PERUSAK INDONESIA INI. HARUS ADA UU KLU PRESIDEN MAU NGUTANG ITU . NEGARA KOLEP !";Negatif
