Review;Sentimen
tombol PIN nya tidak responsif;Negatif
Setiap aplikasi pemerintah pasti selalu gagal mengedepankan fungsi;Negatif
ini team IT nya testing ga sih sebelum deployment, punya team QA ga sih.. banyak bgt bug nya.. saya tidak bisa buka dokumen lain, yang bisa hanya data keluarga saja.. harus nya sebelum launching aplikasi sudah di test ratusan kali dari sisi UI, UX, function dll..;Negatif
Menu Dokumen tidak menampilkan apapun hanya terus loding dan tidak selesai selesai mohon diperbaiki demi kenyamanan wni;Negatif
Bikin repot;Negatif
useless;Negatif
Yg buat siapa sih ini.. loadingnya.. masya Allah, lebih enak buka akun togel.. sat set sat set.. Kalo aplikasi kependudukan ini, ahhh gak bisa berkata lagi dah;Negatif
Kenapa tidak bisa buka dokumen;Negatif
aplikasi gak jelas. !!! gak banyak manfaatnya. bisa² data ktp kita bocor krn ini keamanan cyber nya msh dipertanyakan. sok sok an mau buat KTP elektronik ujung²nya juga di fotocopy lagi !!!;Negatif
Dokumen gk bisa dibuka, bujang lah;Negatif
Bukan mempermudah, malah makin mempersulit dan memperkeruh. Pelayanan publik yang selalu mempersulit;Negatif
udh beberapa hari ga bsa cek dokumen di apk. mau buat ktp fisik ga bsa krn yg di prioritas buat yg baru anak2 lulus sekolah. di arahin ke ktp digital malah apk nya yg ga benar. muter2 ga bsa baca dokumen nya. parahh bgt;Negatif
Susah buka prosesnya;Negatif
1. Tidak ada fitur log in log out pada akun untuk kebutuhan pergantian gadget misalnya. Kalau ganti gadget, harus hapus dulu akun lama dan buat akun baru di gadget baru. Dan itu harus ke dukcapil.... ribet. 2. Dokumen kependudukan pada aplikasi tidak dapat diakses sama sekali. Akhirnya fungsi utama dari penggunaan aplikasi ini menjadi mubasir 3. Dokumen lain dalam proses integrasi yang sampai sekarang belum bisa diakses.;Negatif
Percuma ada aplikasi ini, mereka maksa org install aplikasi ini tp ketika ada keluhan atau pengajuan mau sampai kiamat dunia ini gak di tanggapi. Apk yg gak bermanfaat samasekali. Gak tau apa terlalu miskin pemerintah ini sampai apk yg harusnya sangat bermanfaat ini tp seperti sampah yg di paksakan kita simpan di lemari kita. Heran sama kinerja pemerintah, dana apa di korupsi semua sampai untuk buat apk ini bagus aja susah.;Negatif
Apk erorr;Negatif
Tidak suport kamera di hp ku;Negatif
Kok pas baru buat.nggak di kasih tau pin nya;Negatif
Saya masuk sangat sulit. Sudah sampai verifikasi terakhir yaitu pembagian Barcode. Tetapi tidak jelas pembagian Barcode nya via sms, wa, atau email. Ketiganya gak ada notifikasi terkait Barcode. Kalau Barcode didapatkan harus di kantor capil, apakah tidak ribet? Dan tambah lagi kalau pakai wifi aplikasi ini tidak jalan. Jadi harus menggunakan data seluler. Mohon bisa diperbaiki. Terimakasih;Negatif
Aplikasi tidak user friendly, Pemborosan anggaran negara atau buat korupsi?;Negatif
Ga bisa buka dokumen ktp, heran;Negatif
percuma apk ini di download.. kita berada di luar kota, ingin mengajukan apapun juga disuruh ke capil asal. padahal kepala keluarga.. tidak berguna..;Negatif
Cara log in setelah log out gmna? Tdk ad pilihan log in, hanya ada daftar!!;Negatif
ini gmn daftarnya? masih perlu ke dukcapil lagi buat minta QRcode? atuh percuma ada daftar online...wkwkwk;Negatif
Tidak bisa verifikasi foto,,,, padahal sudah dicoba sampe 100x;Negatif
Tolong tambahkan fitur perubahan dan perbaikan data. Biar lebih efektif tanpa ribet harus datang ke disdukcapil;Negatif
Perlu diperbarui, untuk DOKUMEN tidak bisa dibuka.;Negatif
Sangat buruk, apk sering susah dibuka dan eror melulu, bukan mempermudah malah jd mempersulit jika mau menunjukan fisik dan tdk bs di dowload utk mencetak atau fotocopy;Negatif
Mau buka dokumen ga bisa padahal sinyal aman,, Mau daftar akte langsung ke capil susah amat;Negatif
Aplikasi nggak jelas...di SS tak bisa wajar..tp di download nggak bisa ,,mana pengurusan semua administrasi minta fotocopy KTP,,tetep aja butuh ktp fisik buat g Fotocopy;Negatif
tolong di perbaiki lagi lah....mau buka dokumen aja susahnya setengah mati masih aja gak bisa di buka;Negatif
Susah banget buka dokumennya,,.udah loading nunggu lama masih aja gagal gak bisa buka dokumennya;Negatif
sangat sangat kecewa dengan terobosan ini. sama sekali tidak memudahkan akses KTP. dan kenapa harus ada akses yang dibatasi padahal ini kan sudah akun kami.seharusnya tidak seperti itu. tolong sediakan pencetakan ulang KTP fisik saja daripada akses yang susah. kita tidak tahu kapan waktunya KTP dibutuhkan soalnya. disaat penting dibutuhkan malah tidak bisa di akses malah bisa kacau jadinya. harap pemerintah bisa lebih dipertimbangkan lagi hal seperti ini sebelum membuat terobosan.;Negatif
Aplikasi apaan ini, malah di persulit mau login aja hadeh..;Negatif
G bs d buka apk nya;Negatif
terlalu ribet, mintak scanner kode QR KTP harus wajib mintak ke domisili masing-masing..😔;Negatif
Ktp digital gak bisa kebuka, kalian pada bisa kerja gak sih? Klo gak bisa kerja mengundurkan diri saja. Malu klo gk bisa kerja tapi masih makan duit di gaji dari tetesan keringat rakyat!;Negatif
Tidak memuaskan. Karena saat masuk ke dokumen hanya muter muter saja. Bahkan orang kelurahan pun tidak bisa memberi solusi.;Negatif
Aplikasinya sakit jelek,makin mempersulit tidak bisa di download;Negatif
Aplikasi masih blom wort it... Nda jelas ndak bisa daftr;Negatif
Parahhhh, udah seminggu nungguin biar bisa ke buka ga kebuka buka loading trus nanya kepetugas nya katanya pulang dulu aja di rumah nannti bisa sampe rumah tetep ga bisa kacau si ini;Negatif
Napa mesti scan barcod di Capil ,Mesti ny otomatis agar bisa semua buat orang KTP digital ,Gak semua orang yg ngerti ke catpil, Pemrintah bukan ny permudah ,tapi persulit.;Negatif
Apa ini dokumen gak bisa di buka gimna cara pake nya, pengen punya KTP aja di persulit gini, suruh pake aplikasi ini, tapi gak bisa di pake;Negatif
Sangaat...Sangaaat...Tidak Membantu APK IKD Ini. Error Mulu Loading Mulu. Yaaa Sangat Tidak Berguna;Negatif
Payah;Negatif
Aplikasi kebanyakan bug tidak bisa buka dokumen...sebaiknya ada tindakan utk diperbaiki min sebelum aplikasi dihapus;Negatif
Gajelas, gak membantu, gabisa bukaa ktp digitalnya.. Yang bisa dibuka cuma biodata aja.. Udah mah ktp ilang gabisa bikin lagi, disuruh pake digital susahnya minta ampun.. Apk loading terus, ga bermanfaat;Negatif
ga bisa masuk nih gimana dong?;Negatif
Sumpah ini dokumen paling susah di buka, di bank gak bs sreenshot sedangkan pihak bank mnt data diri di bagikan bentuknya barcode yg gak bs di akses, ampun dah. Tolong di perbaiki kl gak cetak fisik aja ky dl, mau daftar p3k juga susah krn syarat daftar diminta bentuk EKTP...tolong di TL ya dukcapil🙏;Negatif
Sayah ga di kasih qr nya udh isi nik udah isi email udh isi no tlp pas gitu harus nyeken kode qr mna sayah tau kan ga fi kasih qr nya;Negatif
Apk macam bab***;Negatif
"Ini kenapa ya dokumen ktp kita di buka muter2 trus padahal aku udah pake wifi, signal nya juga buat sehari hari slalu stabil tpi knapa pas saya buka dokumen ktp di apk ini muter"" Ya?";Negatif
Dulu dan sekarang Mau bikin surat surat harus ada duit baru lancar . #tentang uang;Negatif
data kependudukanku kayaky di gunakan orang;Negatif
Mengapa aplikasi ini tidak bisa di buka ya Saya buat KTP di kab Tangerang sudah dari bulan Mei 2023 sampai hari ini tgl 6 Oktober 2023, belum selesai juga Kalau pakai uang 250.000 langsung jadi. Apakah memang ada biaya nya,kalau benar ada terus terang saja;Negatif
Aplikasi nya menu dokumen tidak bisa di buka;Negatif
Pin gak bisa padahal gak pernah ganti pin;Negatif
aplikasi koruptor;Negatif
Aplikasi masih sulit diakses, digitalisasi yg masih jauh dari kata sempurna jadinya mempersulit.;Negatif
Apa gunanya cek online kalo harus scan lg ke capil, aplikasi goblo*;Negatif
Maaf saya termasuk belum beruntung menggunakan aplikasi ini, mau lihat dokumen loading terus, kalau lihat lainnya dokumen sedang diintegrasikan Saya kira karena versi android yang 8, tapi saya coba di versi 10 eh ternyata sama loading terus menerus .;Negatif
Error terus setiap buka kk;Negatif
tidak bisa ke privy. pdhl data udh sama.;Negatif
Katanya indonesia mau jadi serba digital, kok pendaftarannya saja hrus di dampigi petugas dukcapil;Negatif
Sekelas dokumen se buram ini, hadeh;Negatif
Sanggat Mempersulit Masyarakat,. Ada nya KTP digital Seperti ini.....;Negatif
sangat mempersulit, jikata tidak ada paket data/jaringan.... jadi terhampat aktivitas kita karena gara2 KTP.... terasa hidup di negara jajahan, seenak pemerintah aja bikin Aturan.;Negatif
Sungguh dipersulit;Negatif
Ancur parah Niat ati mau serba digital sudah datang kekelurahan nyari solusi karna lg butuhkan ktp terbaru karna suatu hal nanya fisik nya kira² jadinya kapan dijawab paling lambat bertahun² gila bener diarahkan suruh download aplikasi negara yg sebenrnya udah saya pahami bakal nganu mau tidak mau...haduhh Menu ON tp buka dokumen muter² trus ndk muncul;Negatif
Aplikasi Tdk Berfungsi Tolong Tingkatkan Kualitas;Negatif
Gak bisa buka Document.. kl blm bagus aplikasi.nya d ada kan lg Cetak KTP Elekctrikk. Semua urusan keganggu gara² ini;Negatif
Masih banyak bug nya, masa buka dokumen error terus gakebuka2 pdhl sudah pake wifi dan data seluler selalu aman kacau kacau;Negatif
Server sering eror kualitas fotonya buruk;Negatif
Benerin aplikasi nya pak masa buka dokumen udah di coba 3 hari pake wifi sama jaringan data tetep aja kagak bisa kebuka,masa ktp segede akta kelahiran, itumah bukan ktp, jadi saya ga bisa daftar akun shopeepay, dana dsb karena ktp nya kegedean, aplikasi sampah;Negatif
Harus banyak di perbaki;Negatif
Pembuatan dan pengalihan ke aplikasi digital seharusnya mempermudah, bukan mempersulit. 1.Dari pendaftaran sudah dipersulit harus datang ke kelurahan untuk scan aktivasi, 2.Setelah itu dipersulit dengan pindai scan kartu keluarga yang hasil pindainya tidak menampilkan dokumen. 3. Tidak di izinkan download dokumen . 😒😒😒 semoga ada perbaikan;Negatif
Aplikasi eror gabisa dibuka;Negatif
Lemooooottt,,, resolusi dokumen juga payah, tak bisa ber word word...;Negatif
Tidak bisa membuka dokumen ktp digitalnya;Negatif
Tidak bisa di install;Negatif
Tolong di perbaiki agar dapat melihat dokumen dan yang lain nya .thanks;Negatif
Masih susah cara registrasinya;Negatif
Tolong dong di upgrade!! Masa verifikasi harus scan kode QR,, karena tidak semua masyarakat ada didaerah asalnya.. Saya pikir dengan adanya aplikasi itu untuk mempermudah, tapi jika untuk daftar aplikasi saja harus scan QR dukcapil daerah asal, sama saja bohong..;Negatif
"Sebener nya yg kasih refiew & rating jelek, dibaca ga y sama yg terkait ???. Cuma pas download pertama bisa liat data bpjs (kesehatan & ketenagakerjaan), sampe skr cuma tulisan ""data belum tersingkron"", preeettt 😅";Negatif
Perbaiki aplikasi masih banyak kurangnya;Negatif
Bnr2 bikin org sulit masa hrs ke dukcapil buat scan;Negatif
Masih banyak lembaga yang meminta KTP fisik, membuktikan bahwa pemerintah dan lembaga tidak bisa bekerja sama;Negatif
GA BISA DI SCREENSHOT!!!! DOKUMEN NGURUSNYA LAMA;Negatif
Aplikasi lemot, jika lupa pin langsung blokir tidak ada Opsi lupa pin;Negatif
Sangat tidak membantu;Negatif
Gayanya sok digital berbasis online tapi masih aja harus minta barcode sama petugas kantor yang ngeselin wkwkwkwkwk . Percumaaa .;Negatif
Gimana tohh katanya di suruj mandiri serba digital tapi hasil,e kok masing zonk tohh Ttp aja msti ke kantor yymg sangat jauhh drvrumahb @@@;Negatif
Mohonlah bantuan lihat foto ktp nya belom bisa;Negatif
kalau aktifasi harus ke kantor dukcapil, ngapain ada apps ini..?! bukan maen sekali..;Negatif
Maaf tapi berhari2. Sampe uninstal trus instal ulang, tapi apk memuat terus. Mohon perbaikannnya;Negatif
Cara pemerintah PNS gak mau kerja buat aplikasi tidak bermutu Sering terjadi kesalahan.. sampai zaman jebot gak bakalan bisa mengakses aplikasi nie;Negatif
aplikasi memperburuk pelayanan;Negatif
Aplikasi belum fleksibel, masih kaku banget. Gk ada fitur bantuan untuk yang lupa sandi. Sangat merepotkan kalo kita lupa sandi. Perlu daftar di device yang lain lagi.;Negatif
Ya allah buat apa d suruh pak apk ini aku ud 3 kx ke capil bulak balik mn jauh pula. In kok dokumen nya gk bisa ke buka terus apa manfaat nya apk ini . Malah tambah bkin susaaaaaah. Maaf ak ksh bintang 1 dulu;Negatif
1 bintang aja kali yaa, apaan baru mau perkenalan ajah udh eror trs gmn slanjuty. Buat system aplikasi yg mumpuni baru arahkan berkala jangan memaksakan kehendak,bikin kecewa orang dosa.;Negatif
Saya tinggal diluar negri dan saya uda punya ktp digital tp begitu saya stay diluar negri aplikasi g bisa dibuka.padhl wifi n data ada ..;Negatif
Banyak keluhan tapi tidak ada tanggapan dan perbaikan dari pengembang, ini program pemerintah dengan budged berapa ya?;Negatif
Aplikasi tidak bermanfat masa muat ulang trus ... Gk bisa masuk jangan downlod apl ini gk bisa di buka;Negatif
Aplikasinya belum sempurna kaya masih beta masih uji coba kah....!!???;Negatif
Buka dokumen loading terus tidak ada menu log out kalau sudah masuk hanya ada menu masuk dan menu daftar tidak ada saat sudah daftar tidak seperti aplikasi lainnya tidak ada menu edit alamat nama atau lainnya tidak ada menu cetak aplikasi ini masih belum bisa di terima keamanan data masih di ragukan masudnya mempermudah malahempersulit dari berbagai segi pengaktifan harus pakai QR lagi mohon segera di perbaiki masih banyak ngebug;Negatif
Masih banyak kekurangan dan harus dibenahi lagi,akte kelahiran ga ada,gak muncul,gabisa dibuka,,harus belajar lagi bikin aplikasi nya hahaha;Negatif
Scan barcode nya sangat susah,alasannya hp nya bermasalah,padahal sudah android 12,sungguh kurang bagus,dan saya kira kurang persiapa;Negatif
Susah loginnya muter doang,padahal sudah coba pake WiFi/data , lawak bnget;Negatif
Tidak bisa memuat koneksi padahal punya kuota;Negatif
Aplikasi apa ini;Negatif
Sangat berguna untuk memenuhi ruang ponsel anda . Kalo bisa unduh 3x sangat berguna banget parah;Negatif
Aplikasi kurang mendukung!;Negatif
Setahun ngurus E-KTP RUSAK sudah datang dari kelurahan&kecamatan sampai ke kantor walikota disuruh lewat aplikasi tapi Sampai detik ini belum ada kelanjutannya, alasannya selalu blangko habis tapi untuk pengurusan E-KTP BARU prosesnya cepat blangko selalu ada Beginilah kalo program hasil di korupsi tidak ada pemikiran matang untuk cadangan jika rusak/hilang untuk perorangan;Negatif
Nge bug, jaringan udah 5g, pake wifi udah stabil juga masih aja masalah di koneksi.;Negatif
Ngabisin dana, gabisa didonlod,pindah daerah pada ngga tau apknya kintil la;Negatif
Banyak bug nya;Negatif
Susah banget kebuka dokumen nya dari mulai daftar sampai sekarang gak kebuka;Negatif
Nyewa jasa programmer lgi aplikasi susah di buka;Negatif
Sangat tidak mempermudah. Sangat tidak solutif. Kalau ingin bertranformasi ke digital, harus disediakan juga alternatif atau tata cara atau juknis atau apalah untuk tetap mengakomodir request KTP fisik. digital ini transformasi fisik doang, buka APK sulit, gajelas pula gak ada alternatif, alhasil sangat tidak solutif. Sungguh sangat menyulitkan. saya salut akan keamanannya. Namun harus solutif lah untuk setiap masyarakat yg masih membutuhkan KTP fisik yg baru, jelas dan terbaca, harus gimana??!!;Negatif
Ini aplikasi kenapa ya kok KTP digitalnya tidak bisa di buka ,awalnya sih bisa di buka KTP digitalnya kok sekarang tidak bisa di buka KTP DIGITAL sama Kartu keluarga bikin sewot ajja;Negatif
Llihat dokumen loading setengah mati g kebuka malah peringatan terjadi kesalahan;Negatif
GK bisa di buka...g bisa buat ambil KTP. Kurang banget padahal sinyal nya bagus;Negatif
loading sampe qiamad;Negatif
"Buruk, muter"" birokrasi bobrok.";Negatif
Dokumen tidak bisa di dowload, buram,;Negatif
Jelek pas lagi perlu malah ga bisa dibuka;Negatif
Tidak bisa cetak ktp fisik, nyusahin saja.;Negatif
Buat apa online kalau harus ke Disdukcapil atau camat;Negatif
Aplikasi ini perlu dikembangkan lagi, karena banyak fitur yang tidak bisa digunakan (error). Saya beranggapan bahwa aplikasi ini adalah projek gagal, dibuat terus ditinggalkan oleh pengembang (tidak berkelanjutan). Dan banyak hal lagi yang ingin saya tanyakan mengenai aplikasi ini. Terima kasih.;Negatif
Aplikasi gaguna. Ga work. Percuma instal;Negatif
Klo ujung ujung ke kantor minta qr bikin aja langsung;Negatif
Gagal mulu aneh;Negatif
Gak bisa liat dokumen;Negatif
Tolong perbaiki, saya mau mengajukan akte kelahiran anak saya tpi di opsi nik tidak ada muncul pilihan apapun, ketika sudah selesai malah suruh isi nik sedangkan tidak ada opsinya, sampai sekarang belum bisa parah;Negatif
Sorry kecewa, Bikin sistem tapi regisnya harus tetep minta qr code ke kelurahan dulu, padahal tinggal kirim aja kode lewat telepone/ email yang diinputkan. Tampilan output dokumen juga ga seperti KTP/ kartu bpjs.;Negatif
scan petugas siapa weyy ?? katanya online;Negatif
bikin repot aja yg gk punya hp, pko ny semua sama repot, kaya mau serahin data ke hacker dan tim dadjal ajjh, lagian klo msti pergi ke dukcapil itu bukn online;Negatif
Ga bisa di buka dokumen KTP ny,sedang dari pihak kelurahan ga bisa ngasih fisik nya Dangan alasan belanco ny abis padlan udah hampir setahun tapi belanco ny ga ad ga ad trus;Negatif
Registrasi hrs barcode dr petugas dl;Negatif
Jelek amat UI nya 🤣;Negatif
tidak dapat di dowload;Negatif
Gabisa di download aneh;Negatif
Aplikasi online tapi untuk pendaftaran harus k capil dlu mah sama aja bohongggg....;Negatif
